time,angle
3.2960000000000003,-0.9920851874138967
3.297,-0.9943991732374664
3.298,-0.9967228859650846
3.299,-0.9990562835990783
3.3000000000000003,-1.00139932393741
3.301,-1.0037519645736237
3.302,-1.0061141628968013
3.303,-1.0084858760915067
3.3040000000000003,-1.0108670611377388
3.305,-1.0132576748108755
3.306,-1.0156576736816305
3.307,-1.0180670141159993
3.3080000000000003,-1.0204856522752088
3.309,-1.0229135441156647
3.31,-1.0253506453889065
3.311,-1.0277969116415528
3.3120000000000003,-1.0302522982152535
3.313,-1.0327167602466343
3.314,-1.0351902526672534
3.315,-1.0376727302035464
3.3160000000000003,-1.0401641509217117
3.317,-1.042664473662716
3.318,-1.0451736464585695
3.319,-1.0476916233864038
3.3200000000000003,-1.050218358325961
3.321,-1.0527538049596987
3.322,-1.0552979167729082
3.323,-1.0578506470538191
3.3240000000000003,-1.0604119488937127
3.325,-1.062981775187028
3.326,-1.0655600786314787
3.327,-1.0681468117281583
3.3280000000000003,-1.070741926781654
3.329,-1.0733453759001519
3.33,-1.0759571109955537
3.331,-1.078577083783584
3.332,-1.0812052457839
3.333,-1.083841548320205
3.334,-1.086485942520352
3.335,-1.0891383793164624
3.336,-1.0917988094450322
3.337,-1.0944671834470432
3.338,-1.0971434516680698
3.339,-1.0998275642583961
3.34,-1.1025194811550156
3.341,-1.1052191487166239
3.342,-1.1079265126898723
3.343,-1.1106415226799953
3.344,-1.113364128108313
3.345,-1.1160942782125607
3.346,-1.1188319220472107
3.347,-1.121577008483807
3.348,-1.124329486211287
3.349,-1.127089303736311
3.35,-1.1298564093835854
3.351,-1.132630751296195
3.352,-1.135412277435927
3.353,-1.1382009355835994
3.354,-1.1409966733393833
3.355,-1.1437994381231376
3.356,-1.1466091771747302
3.357,-1.149425837554369
3.358,-1.1522493661429223
3.359,-1.1550797096422543
3.36,-1.1579168145755467
3.361,-1.1607606272876285
3.362,-1.1636110939452973
3.363,-1.1664681612715917
3.364,-1.169331791518307
3.365,-1.1722019162912836
3.366,-1.1750784813227997
3.367,-1.1779614321815985
3.368,-1.1808507142734703
3.369,-1.1837462728418424
3.37,-1.186648052968362
3.371,-1.1895559995734912
3.372,-1.1924700574170892
3.373,-1.1953901710990025
3.374,-1.198316285059647
3.375,-1.2012483435806034
3.376,-1.2041862907851997
3.3770000000000002,-1.2071300706391013
3.378,-1.2100796269508929
3.379,-1.2130349033726735
3.38,-1.2159958434006404
3.3810000000000002,-1.2189623903756768
3.382,-1.2219344874839362
3.383,-1.2249120777574367
3.384,-1.227895104074643
3.3850000000000002,-1.2308835091610577
3.386,-1.2338772355898022
3.387,-1.2368762331328806
3.388,-1.2398804502303238
3.3890000000000002,-1.2428898190435405
3.39,-1.2459042818485635
3.391,-1.2489237807862221
3.392,-1.251948257863012
3.3930000000000002,-1.2549776549519711
3.394,-1.2580119137935482
3.395,-1.2610509759964852
3.396,-1.2640947830386853
3.3970000000000002,-1.2671432762680894
3.398,-1.2701963969035455
3.399,-1.2732540860356896
3.4,-1.2763162846278149
3.4010000000000002,-1.2793829335167484
3.402,-1.2824539734137186
3.403,-1.285529344905239
3.404,-1.2886089884539746
3.4050000000000002,-1.2916928443996207
3.406,-1.2947808529597693
3.407,-1.2978729542307925
3.408,-1.3009690881887106
3.4090000000000003,-1.3040691946900689
3.41,-1.3071732134728054
3.411,-1.3102810986051445
3.412,-1.3133927830151517
3.4130000000000003,-1.316508201924527
3.414,-1.3196272949203152
3.415,-1.322750001489814
3.416,-1.3258762610217345
3.4170000000000003,-1.3290060128073655
3.418,-1.3321391960417317
3.419,-1.3352757498247656
3.42,-1.3384156131624652
3.4210000000000003,-1.3415587249680594
3.422,-1.3447050240631668
3.423,-1.3478544491789666
3.424,-1.3510069389573565
3.4250000000000003,-1.354162431952119
3.426,-1.3573208666300791
3.427,-1.3604821813722756
3.428,-1.3636463144751192
3.4290000000000003,-1.3668132041515584
3.43,-1.3699827885322373
3.431,-1.3731550056666677
3.432,-1.376329793524386
3.4330000000000003,-1.3795070899961195
3.434,-1.3826868345628656
3.435,-1.385868980118742
3.436,-1.3890534507330081
3.4370000000000003,-1.3922401842742071
3.438,-1.3954291185510523
3.439,-1.3986201913138645
3.44,-1.4018133402559967
3.4410000000000003,-1.405008503015266
3.442,-1.4082056171753787
3.443,-1.4114046202673691
3.444,-1.4146054497710217
3.4450000000000003,-1.417808043116306
3.446,-1.4210123376847998
3.447,-1.4242182708111275
3.448,-1.4274257797843846
3.4490000000000003,-1.4306348018495698
3.45,-1.4338452742090102
3.451,-1.4370571340237992
3.452,-1.4402703184152201
3.4530000000000003,-1.44348476446618
3.454,-1.4467004092226328
3.455,-1.4499171896950185
3.456,-1.4531350428596868
3.457,-1.456353905660329
3.458,-1.4595737214130664
3.459,-1.4627944302509517
3.46,-1.4660159621033106
3.461,-1.4692382540318456
3.462,-1.4724612430836166
3.463,-1.4756848662926825
3.464,-1.4789090606817599
3.465,-1.4821337632638643
3.466,-1.4853589110439613
3.467,-1.4885844410206104
3.468,-1.49181029018762
3.469,-1.4950363955356916
3.47,-1.4982626940540695
3.471,-1.5014891227321852
3.472,-1.5047156185613124
3.473,-1.5079421185362105
3.474,-1.5111685596567757
3.475,-1.5143948789296835
3.476,-1.517621013370045
3.477,-1.5208469000030507
3.478,-1.5240724758656203
3.479,-1.5272976780080465
3.48,-1.5305224434956504
3.481,-1.5337467094104256
3.482,-1.5369704208018975
3.483,-1.5401935103866027
3.484,-1.5434159136621608
3.485,-1.5466375679548496
3.486,-1.549858410623265
3.487,-1.553078379060112
3.488,-1.5562974106940088
3.489,-1.5595154429912785
3.49,-1.5627324134577458
3.491,-1.5659482596405292
3.492,-1.5691629191298444
3.493,-1.572376329560796
3.494,-1.5755884286151745
3.495,-1.5787991540232482
3.496,-1.5820084435655672
3.497,-1.585216235074754
3.498,-1.5884224664373021
3.499,-1.5916270755953656
3.5,-1.594830000548566
3.501,-1.5980311793557802
3.5020000000000002,-1.6012305501369406
3.503,-1.604428051074825
3.504,-1.6076236204168617
3.505,-1.610817197072377
3.5060000000000002,-1.61400872251723
3.507,-1.617198132260157
3.508,-1.620385364889906
3.509,-1.6235703590718762
3.5100000000000002,-1.6267530535499777
3.511,-1.629933387148484
3.512,-1.6331112987738967
3.513,-1.6362867274167978
3.5140000000000002,-1.639459612153709
