time,Output1,Output2,Output3,Output4,Output5,Output6
2.87,117.61721676495398,144.73483444824436,58.41065045478916,25.9858952028237,20.195549208215077,5.4993893062513015
2.88,134.67140020945007,152.16027760414806,70.16174277940023,30.780084063227967,24.438178349918,9.134692614222775
2.89,145.62190288960036,150.86781235154882,74.24610299637226,35.375982499009744,27.322294576700063,13.31784459445348
2.9,151.78376292838456,142.25120917374025,69.28419162084067,39.7036919781253,30.10557778063627,18.475084030949116
2.91,153.67584316720612,130.12155680821863,54.92039079176574,43.55800801672117,34.06571913245586,23.8632557895971
2.92,150.60286448953474,119.97737129109123,34.08750324995346,46.77841019966451,38.288125640908696,28.542424770878224
2.93,143.2472643607728,116.5800593464337,13.21971515083281,49.256737953196755,41.426830600753206,32.422037354577306
2.94,135.14410870412104,121.13671101564232,0.0,50.90524535177885,43.64648447215134,35.76314818146181
2.95,133.0900753307942,127.99805560379453,0.0,51.66442954643969,45.739088963722104,38.347821424747124
2.96,131.99003658352433,133.94929035857137,0.16336271313515927,51.54517805060324,47.57660393836054,39.697760220054526
2.97,128.3890459088634,137.64290929372189,3.9501140190739243,50.63316476957726,48.46700197167061,39.72662525931207
2.98,124.77391048327381,135.52617291633447,10.723070952458627,49.04987081625642,48.33715606527912,38.71035789918895
2.99,122.5766197272915,126.425865182606,15.302243063163019,46.9308370900618,47.693905602156825,36.81128926131923
3.0,119.88221501691882,113.35120217198927,13.71511121444178,44.26646135579216,46.75989344574419,33.99928679986018
3.0100000000000002,114.03343797595369,99.76089151101063,5.657692546869986,40.12878263886406,44.97317835202985,29.850999524173485
3.02,106.80419344835012,93.77464852066021,0.0,36.50658506321923,41.987780226008894,24.971013810072773
3.0300000000000002,105.3254599771029,89.27014401604463,0.0,33.42880684456966,39.040550595077285,20.158345841231277
3.04,106.68673779277078,84.76563951142876,0.0,30.883265658717942,36.87731908179706,15.41067238351302
3.0500000000000003,106.60832389421168,80.26113500681274,0.0,28.867626849016382,34.9106286768365,10.708490561517607
3.06,103.46952667026731,75.75663050219728,0.0,27.356200552561273,32.63843646931506,6.471925163608836
3.0700000000000003,98.78557163505819,71.2521259975816,0.0,26.272435095025386,30.490884891313566,3.078606709236079
3.08,95.11464223801522,66.7476214929659,0.0,25.522150818784898,28.963496174319754,0.4615521418908053
3.09,93.73138780319402,62.24311698834987,0.0,24.958372123256204,28.978108691570153,0.0
3.1,93.94690250720674,57.73861248373381,0.0,24.39981356469785,30.317526548849145,0.0
3.11,94.15482226813774,53.23410797911814,0.0,23.841255006139562,30.50790024620238,0.0
3.12,93.31305439674593,48.72960347450194,0.0,23.282696447581216,29.078859772468277,0.0
3.13,91.58347776994225,44.2250989698865,0.0,22.72413788902295,27.31902308005987,0.0
3.14,89.85946218503996,39.72059446527056,0.0,22.165579330464627,26.492005606018502,0.0
3.15,88.8539845478197,35.21608996065515,0.0,21.607020771906374,26.632743334502514,0.0
3.16,88.58049413940768,30.711585456039188,0.0,21.048462213348046,26.873626336154224,0.0
3.17,88.5242590652995,25.444200032393628,0.0,19.893448194527682,26.528751822499448,0.0
3.18,88.1811195510743,20.409297147319332,0.0,18.743615331191894,25.684072717251407,0.0
3.19,87.44195457730397,15.642838668906213,0.0,17.620892353200787,24.88396724444012,0.0
3.2,86.56445870369153,11.154909677849167,0.0,16.533645189179463,24.480169911861516,0.0
3.21,85.86698066928304,7.330645663140803,0.0,15.488473941634375,24.357919804771868,0.0
3.22,85.4594942403863,5.5993765976810925,0.0,14.490228175083205,24.184227418994567,0.0
3.23,85.21159085286823,6.495705682359071,0.0,13.542068399209988,23.78745682913529,0.0
3.24,84.91756093359922,9.283623785215385,0.0,12.645569799799535,23.270863402001307,0.0
3.25,84.47558482999024,12.532568588831506,0.0,11.800863238164416,22.83277168795945,0.0
3.2600000000000002,83.9371008285381,14.860129434616038,0.0,11.006807668251627,22.550899873886124,0.0
3.27,83.4232336773443,15.486109145417988,0.0,10.261187430224531,22.344917223789526,0.0
3.2800000000000002,83.00988873997726,14.422802795090243,0.0,9.560927385537495,22.099074077724623,0.0
3.29,82.67981290453747,12.31945375992942,0.0,8.902318571393002,21.7812910237443,0.0
3.3000000000000003,82.36072274847594,10.103889321060795,0.0,8.281246976331083,21.447531262293673,0.0
3.31,81.99613793317845,8.598586086018477,0.0,7.693418172186846,21.161813211776394,0.0
3.3200000000000003,81.5846094533323,8.250976403206547,0.0,7.1345708737448925,20.932657871071424,0.0
3.33,81.16531944171639,9.044651647647408,0.0,6.602593372786382,20.7210217565188,0.0
3.34,80.77595856103962,10.583111835682125,0.0,6.10919401927203,20.490818019752332,0.0
3.35,80.4233557219585,12.283854437141505,0.0,5.668716549526783,20.2416174938361,0.0
3.36,80.08631136651849,13.598131946565923,0.0,5.290563631533475,19.99800917611406,0.0
3.37,79.73959832857257,14.180190419589511,0.0,4.979229837013255,19.778622038063585,0.0
3.38,79.37458254144408,13.960568020300215,0.0,4.734504153247165,19.580085298411454,0.0
3.39,79.00127031139453,13.11766172135358,0.0,4.55182746378826,19.386553689579607,0.0
3.4,78.63525927206423,11.97620771080085,0.0,4.4228212223125185,19.188144834336313,0.0
3.41,78.28391222590382,10.879967963534948,0.0,4.335984173953798,18.988242863973223,0.0
3.42,77.94276412542409,10.084997421182724,0.0,4.277529614415779,18.796134078353184,0.0
3.43,77.6021686357908,9.703230014148089,0.0,4.232312409165419,18.61633156557873,0.0
3.44,77.25618638105742,9.702548221507815,0.0,4.184779648025205,18.445649607925553,0.0
3.45,76.90615610183723,9.949174289901096,0.0,4.119874550655936,18.27845354405372,0.0
3.46,76.55761084363041,10.267758497226543,0.0,4.023832103923301,18.1126616607455,0.0
