time,stage_id,valve,level,y,_output
83.5,stage1,1,1.0036314944686262,100,0
83.6,stage1,1,0.99472962529038,99,0
83.7,stage1,0,1.0929225331377712,109,0
83.8,stage1,0,1.1929225331377735,119,0
83.9,stage1,0,1.2929225331377758,129,0
84.0,stage1,0,1.3929225331377781,139,0
84.1,stage1,0,1.4929225331377804,149,0
84.2,stage1,0,1.5929225331377828,159,0
84.3,stage1,0,1.692922533137785,169,0
84.4,stage1,0,1.7929225331377874,179,0
84.5,stage1,0,1.8929225331377897,189,0
84.6,stage1,0,1.992922533137792,199,0
84.7,stage1,0,2.09292253313779,209,0
84.8,stage1,1,1.9749395297346992,197,0
84.9,stage1,1,1.8657310852851874,187,0
85.0,stage1,1,1.7678005512983759,177,0
85.1,stage1,1,1.6799832626694207,168,0
85.2,stage1,1,1.6012348287725953,160,0
85.3,stage1,1,1.5306187127660504,153,0
85.4,stage1,1,1.4672950935765776,147,0
85.5,stage1,1,1.410510878102568,141,0
85.6,stage1,1,1.3595907448525906,136,0
85.7,stage1,1,1.3139291125036818,131,0
85.8,stage1,1,1.272982937863264,127,0
85.9,stage1,1,1.236265257582532,124,0
86.0,stage1,1,1.203339396814398,120,0
86.1,stage1,1,1.1738137759409184,117,0
86.2,stage1,1,1.1473372536078057,115,0
86.3,stage1,1,1.123594950681825,112,0
86.4,stage1,1,1.1023045054663652,110,0
86.5,stage1,1,1.0832127156393352,108,0
86.6,stage1,1,1.0660925269767336,107,0
86.7,stage1,1,1.050740333049471,105,0
86.8,stage1,1,1.0369735537793843,104,0
86.9,stage1,1,1.0246284640567547,102,0
87.0,stage1,1,1.0135582465955835,101,0
87.1,stage1,1,1.0036312458697034,100,0
87.2,stage1,1,0.9947294023641644,99,0
87.3,stage1,0,1.0929223106165382,109,0
87.4,stage1,0,1.1929223106165405,119,0
87.5,stage1,0,1.2929223106165428,129,0
87.6,stage1,0,1.3929223106165451,139,0
87.7,stage1,0,1.4929223106165475,149,0
87.8,stage1,0,1.5929223106165498,159,0
87.9,stage1,0,1.692922310616552,169,0
88.0,stage1,0,1.7929223106165544,179,0
88.1,stage1,0,1.8929223106165567,189,0
88.2,stage1,0,1.992922310616559,199,0
88.3,stage1,0,2.092922310616557,209,0
88.4,stage1,1,1.974939329830641,197,0
88.5,stage1,1,1.865730906025137,187,0
88.6,stage1,1,1.767800390550436,177,0
88.7,stage1,1,1.6799831185218541,168,0
88.8,stage1,1,1.601234699511088,160,0
88.9,stage1,1,1.5306185968533241,153,0
89.0,stage1,1,1.4672949896341099,147,0
