time,stage_id,ambient_temp_C_profile,enable,i_load_A_profile,temp_ref_C,temp_cell_C,pump_cmd,soc,v_term_V
399.35,stage1,25.0,True,120.0,35.0,28.374539501486225,9.829382801332385e-176,0.85,359.6586
399.36,stage1,25.0,True,120.0,35.0,28.374500001762197,9.73108897331915e-176,0.85,359.6586
399.37,stage1,25.0,True,120.0,35.0,28.37446050226074,9.633778083586047e-176,0.85,359.6586
399.38,stage1,25.0,True,120.0,35.0,28.374421002981858,9.537440302750274e-176,0.85,359.6586
399.39,stage1,25.0,True,120.0,35.0,28.374381503925562,9.442065899722858e-176,0.85,359.6586
399.4,stage1,25.0,True,120.0,35.0,28.374342005091858,9.347645240725715e-176,0.85,359.6586
399.41,stage1,25.0,True,120.0,35.0,28.374302506480756,9.254168788318012e-176,0.85,359.6586
399.42,stage1,25.0,True,120.0,35.0,28.37426300809226,9.161627100434916e-176,0.85,359.6586
399.43,stage1,25.0,True,120.0,35.0,28.374223509926377,9.07001082943065e-176,0.85,359.6586
399.44,stage1,25.0,True,120.0,35.0,28.374184011983115,8.979310721136425e-176,0.85,359.6586
399.45,stage1,25.0,True,120.0,35.0,28.37414451426248,8.889517613925143e-176,0.85,359.6586
399.46,stage1,25.0,True,120.0,35.0,28.37410501676448,8.800622437785972e-176,0.85,359.6586
399.47,stage1,25.0,True,120.0,35.0,28.374065519489125,8.712616213407692e-176,0.85,359.6586
399.48,stage1,25.0,True,120.0,35.0,28.374026022436418,8.625490051273694e-176,0.85,359.6586
399.49,stage1,25.0,True,120.0,35.0,28.373986525606366,8.539235150761035e-176,0.85,359.6586
399.5,stage1,25.0,True,120.0,35.0,28.37394702899898,8.453842799253502e-176,0.85,359.6586
399.51,stage1,25.0,True,120.0,35.0,28.373907532614265,8.369304371261044e-176,0.85,359.6586
399.52,stage1,25.0,True,120.0,35.0,28.373868036452226,8.28561132754851e-176,0.85,359.6586
399.53,stage1,25.0,True,120.0,35.0,28.373828540512875,8.2027552142731e-176,0.85,359.6586
399.54,stage1,25.0,True,120.0,35.0,28.373789044796215,8.120727662129977e-176,0.85,359.6586
399.55,stage1,25.0,True,120.0,35.0,28.373749549302254,8.039520385508752e-176,0.85,359.6586
399.56,stage1,25.0,True,120.0,35.0,28.373710054031,7.959125181653738e-176,0.85,359.6586
399.57,stage1,25.0,True,120.0,35.0,28.37367055898246,7.879533929837273e-176,0.85,359.6586
399.58,stage1,25.0,True,120.0,35.0,28.37363106415664,7.800738590538973e-176,0.85,359.6586
399.59,stage1,25.0,True,120.0,35.0,28.37359156955355,7.722731204633654e-176,0.85,359.6586
399.6,stage1,25.0,True,120.0,35.0,28.373552075173194,7.645503892586949e-176,0.85,359.6586
399.61,stage1,25.0,True,120.0,35.0,28.373512581015582,7.569048853661149e-176,0.85,359.6586
399.62,stage1,25.0,True,120.0,35.0,28.37347308708072,7.493358365124606e-176,0.85,359.6586
399.63,stage1,25.0,True,120.0,35.0,28.37343359336861,7.418424781473428e-176,0.85,359.6586
