time,stage_id,enable,load_force_N_profile,x_ref_m_profile,x_m,valve_cmd,spool_u,pA_Pa,pB_Pa
3.12,stage1,True,0.0,0.08,-4.153801903590124e+78,-1.0,0.24999999999992695,100000.0,21000000.0
3.13,stage1,True,0.0,0.08,7.589592003774346e+78,1.0,0.4999999999999216,21000000.0,100000.0
3.14,stage1,True,0.0,0.08,-1.386727343304103e+79,-1.0,0.24999999999991585,100000.0,21000000.0
3.15,stage1,True,0.0,0.08,2.5337498032969717e+79,1.0,0.4999999999999105,21000000.0,100000.0
3.16,stage1,True,0.0,0.08,-4.6295243954826045e+79,-1.0,0.24999999999990474,100000.0,21000000.0
3.17,stage1,True,0.0,0.08,8.458805246072249e+79,1.0,0.4999999999998994,21000000.0,100000.0
3.18,stage1,True,0.0,0.08,-1.545545072854926e+80,-1.0,0.24999999999989364,100000.0,21000000.0
3.19,stage1,True,0.0,0.08,2.8239325799996185e+80,1.0,0.4999999999998883,21000000.0,100000.0
3.2,stage1,True,0.0,0.08,-5.159729959641195e+80,-1.0,0.24999999999988254,100000.0,21000000.0
3.21,stage1,True,0.0,0.08,9.427566877823808e+80,1.0,0.4999999999998772,21000000.0,100000.0
3.22,stage1,True,0.0,0.08,-1.7225517213316423e+81,-1.0,0.24999999999987144,100000.0,21000000.0
3.23,stage1,True,0.0,0.08,3.1473491210563014e+81,1.0,0.4999999999998661,21000000.0,100000.0
3.24,stage1,True,0.0,0.08,-5.750658379162425e+81,-1.0,0.24999999999986033,100000.0,21000000.0
3.25,stage1,True,0.0,0.08,1.0507277877937958e+82,1.0,0.499999999999855,21000000.0,100000.0
3.26,stage1,True,0.0,0.08,-1.9198304111449242e+82,-1.0,0.24999999999986033,100000.0,21000000.0
3.27,stage1,True,0.0,0.08,3.507805589967689e+82,1.0,0.4999999999998661,21000000.0,100000.0
3.28,stage1,True,0.0,0.08,-6.409264060812287e+82,-1.0,0.24999999999987144,100000.0,21000000.0
3.29,stage1,True,0.0,0.08,1.1710644945294401e+83,1.0,0.4999999999998772,21000000.0,100000.0
3.3,stage1,True,0.0,0.08,-2.139702838477416e+83,-1.0,0.24999999999988254,100000.0,21000000.0
3.31,stage1,True,0.0,0.08,3.909544058740495e+83,1.0,0.4999999999998883,21000000.0,100000.0
3.32,stage1,True,0.0,0.08,-7.143297878739723e+83,-1.0,0.24999999999989364,100000.0,21000000.0
3.33,stage1,True,0.0,0.08,1.305183003893801e+84,1.0,0.4999999999998994,21000000.0,100000.0
3.34,stage1,True,0.0,0.08,-2.384756596421462e+84,-1.0,0.24999999999990474,100000.0,21000000.0
3.35,stage1,True,0.0,0.08,4.357292431184544e+84,1.0,0.4999999999999105,21000000.0,100000.0
3.36,stage1,True,0.0,0.08,-7.961398391493416e+84,-1.0,0.24999999999991585,100000.0,21000000.0
3.37,stage1,True,0.0,0.08,1.4546617044672268e+85,1.0,0.4999999999999216,21000000.0,100000.0
3.38,stage1,True,0.0,0.08,-2.6578756273569815e+85,-1.0,0.24999999999992695,100000.0,21000000.0
3.39,stage1,True,0.0,0.08,4.856320083773318e+85,1.0,0.4999999999999327,21000000.0,100000.0
3.4,stage1,True,0.0,0.08,-8.873193505862396e+85,-1.0,0.24999999999993805,100000.0,21000000.0
3.41,stage1,True,0.0,0.08,1.6212597529470075e+86,1.0,0.4999999999999438,21000000.0,100000.0
