time,LoadDiskRev,MotorDiskRev
11.100000000000001,1.0330943243758215,3.818668177267487
11.200000000000001,1.0152880476659973,3.832592507888133
11.3,1.0170805839055757,3.832552608068261
11.4,1.032592356827841,3.832561023244395
11.5,1.0176923349668743,3.8325624434730705
11.600000000000001,1.015672360702549,3.8324814944267396
11.700000000000001,1.0314581911700416,3.832461601804391
11.8,1.0199218273267736,3.8324463996905265
11.9,1.0144308073170174,3.825668111385719
12.0,1.0264273322947923,3.82444360554453
12.100000000000001,1.019388060251026,3.824410435667594
12.200000000000001,1.0136298580244973,3.8163998132797996
12.3,1.020446329685209,3.81344875798045
12.4,1.0170302775091673,3.813393035076948
12.5,1.0132445210250276,3.8077857698413444
12.5663706143592,1.0152426655589664,3.8044821313349955
